Date,Open,High,Low,Close,Adj Close,Volume
2012-06-18,0.101000,0.101000,0.100000,0.100000,0.100000,37138
2012-06-19,0.100000,0.100000,0.100000,0.100000,0.100000,0
2012-06-20,0.100000,0.100000,0.100000,0.100000,0.100000,0
2012-06-21,0.100000,0.100000,0.100000,0.100000,0.100000,0
2012-06-22,0.100000,0.100000,0.100000,0.100000,0.100000,0
2012-06-25,0.090000,0.100000,0.090000,0.100000,0.100000,15417
2012-06-26,0.100000,0.100000,0.100000,0.100000,0.100000,6000
2012-06-27,0.100000,0.100000,0.100000,0.100000,0.100000,0
2012-06-28,0.100000,0.100000,0.100000,0.100000,0.100000,0
2012-06-29,0.100000,0.100000,0.100000,0.100000,0.100000,0
2012-07-02,0.100000,0.100000,0.100000,0.100000,0.100000,0
2012-07-03,0.100000,0.100000,0.100000,0.100000,0.100000,0
2012-07-05,0.096000,0.110000,0.096000,0.110000,0.110000,800
2012-07-06,0.110000,0.110000,0.110000,0.110000,0.110000,0
2012-07-09,0.110000,0.110000,0.110000,0.110000,0.110000,0
2012-07-10,0.110000,0.110000,0.110000,0.110000,0.110000,0
2012-07-11,0.110000,0.110000,0.110000,0.110000,0.110000,0
2012-07-12,0.110000,0.110000,0.110000,0.110000,0.110000,0
2012-07-13,0.110000,0.110000,0.110000,0.110000,0.110000,0
2012-07-16,0.110000,0.110000,0.110000,0.110000,0.110000,0
2012-07-17,0.110000,0.110000,0.110000,0.110000,0.110000,0
2012-07-18,0.110000,0.110000,0.110000,0.110000,0.110000,0
2012-07-19,0.110000,0.110000,0.110000,0.110000,0.110000,0
2012-07-20,0.100000,0.100000,0.100000,0.100000,0.100000,6000
2012-07-23,0.100000,0.100000,0.100000,0.100000,0.100000,0
2012-07-24,0.100000,0.100000,0.100000,0.100000,0.100000,0
2012-07-25,0.100000,0.100000,0.100000,0.100000,0.100000,0
2012-07-26,0.100000,0.100000,0.100000,0.100000,0.100000,0
2012-07-27,0.100000,0.100000,0.100000,0.100000,0.100000,0
2012-07-30,0.100000,0.100000,0.100000,0.100000,0.100000,50000
2012-07-31,0.100000,0.100000,0.100000,0.100000,0.100000,0
2012-08-01,0.100000,0.100000,0.100000,0.100000,0.100000,0
2012-08-02,0.100000,0.100000,0.100000,0.100000,0.100000,0
2012-08-03,0.100000,0.100000,0.100000,0.100000,0.100000,0
2012-08-06,0.100000,0.100000,0.100000,0.100000,0.100000,0
2012-08-07,0.100000,0.100000,0.100000,0.100000,0.100000,0
2012-08-08,0.100000,0.100000,0.100000,0.100000,0.100000,0
2012-08-09,0.100000,0.100000,0.100000,0.100000,0.100000,0
2012-08-10,0.100000,0.100000,0.100000,0.100000,0.100000,0
2012-08-13,0.110000,0.110000,0.110000,0.110000,0.110000,8000
2012-08-14,0.110000,0.110000,0.110000,0.110000,0.110000,0
2012-08-15,0.110000,0.110000,0.110000,0.110000,0.110000,0
2012-08-16,0.110000,0.110000,0.110000,0.110000,0.110000,0
2012-08-17,0.110000,0.110000,0.110000,0.110000,0.110000,0
2012-08-20,0.118000,0.118000,0.118000,0.118000,0.118000,14800
2012-08-21,0.118000,0.118000,0.118000,0.118000,0.118000,0
2012-08-22,0.118000,0.118000,0.118000,0.118000,0.118000,0
2012-08-23,0.118000,0.118000,0.118000,0.118000,0.118000,0
2012-08-24,0.118000,0.118000,0.118000,0.118000,0.118000,0
2012-08-27,0.118000,0.118000,0.118000,0.118000,0.118000,0
2012-08-28,0.118000,0.118000,0.118000,0.118000,0.118000,0
2012-08-29,0.118000,0.118000,0.118000,0.118000,0.118000,0
2012-08-30,0.118000,0.118000,0.118000,0.118000,0.118000,0
2012-08-31,0.118000,0.118000,0.118000,0.118000,0.118000,0
2012-09-04,0.118000,0.118000,0.118000,0.118000,0.118000,0
2012-09-05,0.118000,0.118000,0.118000,0.118000,0.118000,0
2012-09-06,0.118000,0.118000,0.118000,0.118000,0.118000,0
2012-09-07,0.118000,0.118000,0.118000,0.118000,0.118000,0
2012-09-10,0.118000,0.118000,0.118000,0.118000,0.118000,0
2012-09-11,0.118000,0.118000,0.118000,0.118000,0.118000,0
2012-09-12,0.118000,0.118000,0.118000,0.118000,0.118000,0
2012-09-13,0.118000,0.118000,0.118000,0.118000,0.118000,0
2012-09-14,0.118000,0.118000,0.118000,0.118000,0.118000,0
2012-09-17,0.118000,0.118000,0.118000,0.118000,0.118000,0
2012-09-18,0.118000,0.118000,0.118000,0.118000,0.118000,0
2012-09-19,0.118000,0.118000,0.118000,0.118000,0.118000,0
2012-09-20,0.107000,0.107000,0.107000,0.107000,0.107000,7600
2012-09-21,0.107000,0.107000,0.107000,0.107000,0.107000,0
2012-09-24,0.107000,0.107000,0.107000,0.107000,0.107000,0
2012-09-25,0.107000,0.107000,0.107000,0.107000,0.107000,0
2012-09-26,0.107000,0.107000,0.107000,0.107000,0.107000,0
2012-09-27,0.107000,0.107000,0.107000,0.107000,0.107000,0
2012-09-28,0.107000,0.107000,0.107000,0.107000,0.107000,0
2012-10-01,0.107000,0.107000,0.107000,0.107000,0.107000,0
2012-10-02,0.107000,0.107000,0.107000,0.107000,0.107000,0
2012-10-03,0.107000,0.107000,0.107000,0.107000,0.107000,0
2012-10-04,0.107000,0.107000,0.107000,0.107000,0.107000,0
2012-10-05,0.107000,0.107000,0.107000,0.107000,0.107000,0
2012-10-08,0.107000,0.107000,0.107000,0.107000,0.107000,0
